bundle_measure_abr,bundle_abr,measure_abr,bundle_measure,measure,bundle,model,importance
b32_V13,b32,V13,Superior_Longitudinal_Fasciculus1_L : Irregularity,Irregularity,Superior_Longitudinal_Fasciculus1_L,lgrg,0
b15_V3,b15,V3,Corpus_Callosum_Forceps_Minor : Span,Span,Corpus_Callosum_Forceps_Minor,lgrg,0
b28_V15,b28,V15,Optic_Radiation_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Optic_Radiation_L,lgrg,0
b18_V13,b18,V13,Fornix_L : Irregularity,Irregularity,Fornix_L,lgrg,1.270899
b42_V11,b42,V11,Thalamic_Radiation_Posterior_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Thalamic_Radiation_Posterior_L,lgrg,0
b39_V26,b39,V26,Thalamic_Radiation_Anterior_R : gfa,gfa,Thalamic_Radiation_Anterior_R,lgrg,11.619648
b28_V8,b28,V8,Optic_Radiation_L : TrunkVolume,TrunkVolume,Optic_Radiation_L,lgrg,2.541798
b37_V4,b37,V4,Superior_Longitudinal_Fasciculus3_R : Curl,Curl,Superior_Longitudinal_Fasciculus3_R,lgrg,12.527433
b27_V4,b27,V4,Middle_Longitudinal_Fasciculus_R : Curl,Curl,Middle_Longitudinal_Fasciculus_R,lgrg,8.170065
b39_V3,b39,V3,Thalamic_Radiation_Anterior_R : Span,Span,Thalamic_Radiation_Anterior_R,lgrg,0
b45_V4,b45,V4,Thalamic_Radiation_Superior_R : Curl,Curl,Thalamic_Radiation_Superior_R,lgrg,0
b39_V14,b39,V14,Thalamic_Radiation_Anterior_R : AreaOfEndRegion1,AreaOfEndRegion1,Thalamic_Radiation_Anterior_R,lgrg,0
b42_V18,b42,V18,Thalamic_Radiation_Posterior_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Thalamic_Radiation_Posterior_L,lgrg,1.997127
b31_V25,b31,V25,Parietal_Aslant_Tract_R : rd,rd,Parietal_Aslant_Tract_R,lgrg,6.899166
b2_V17,b2,V17,Arcuate_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Arcuate_Fasciculus_R,lgrg,0
b27_V22,b27,V22,Middle_Longitudinal_Fasciculus_R : dti_fa,dti_fa,Middle_Longitudinal_Fasciculus_R,lgrg,0
b31_V26,b31,V26,Parietal_Aslant_Tract_R : gfa,gfa,Parietal_Aslant_Tract_R,lgrg,0
b29_V5,b29,V5,Optic_Radiation_R : Elongation,Elongation,Optic_Radiation_R,lgrg,0
b18_V19,b18,V19,Fornix_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Fornix_L,lgrg,0
b27_V15,b27,V15,Middle_Longitudinal_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Middle_Longitudinal_Fasciculus_R,lgrg,0
b34_V26,b34,V26,Superior_Longitudinal_Fasciculus2_L : gfa,gfa,Superior_Longitudinal_Fasciculus2_L,lgrg,0
b17_V13,b17,V13,Corticospinal_Tract_R : Irregularity,Irregularity,Corticospinal_Tract_R,lgrg,2.178684
b49_V10,b49,V10,Vertical_Occipital_Fasciculus_R : TotalSurfaceArea,TotalSurfaceArea,Vertical_Occipital_Fasciculus_R,lgrg,0
b9_V25,b9,V25,Cingulum_Parahippocampal_Parietal_L : rd,rd,Cingulum_Parahippocampal_Parietal_L,lgrg,0
b34_V27,b34,V27,Superior_Longitudinal_Fasciculus2_L : iso,iso,Superior_Longitudinal_Fasciculus2_L,lgrg,0
b11_V5,b11,V5,Cingulum_Rarolfactory_L : Elongation,Elongation,Cingulum_Rarolfactory_L,lgrg,0
b45_V22,b45,V22,Thalamic_Radiation_Superior_R : dti_fa,dti_fa,Thalamic_Radiation_Superior_R,lgrg,0
b18_V27,b18,V27,Fornix_L : iso,iso,Fornix_L,lgrg,0
b18_V22,b18,V22,Fornix_L : dti_fa,dti_fa,Fornix_L,lgrg,0
b18_V14,b18,V14,Fornix_L : AreaOfEndRegion1,AreaOfEndRegion1,Fornix_L,lgrg,0
b45_V16,b45,V16,Thalamic_Radiation_Superior_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Thalamic_Radiation_Superior_R,lgrg,15.613902
b31_V15,b31,V15,Parietal_Aslant_Tract_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Parietal_Aslant_Tract_R,lgrg,0
b48_V3,b48,V3,Vertical_Occipital_Fasciculus_L : Span,Span,Vertical_Occipital_Fasciculus_L,lgrg,9.804078
b11_V4,b11,V4,Cingulum_Rarolfactory_L : Curl,Curl,Cingulum_Rarolfactory_L,lgrg,0
b45_V14,b45,V14,Thalamic_Radiation_Superior_R : AreaOfEndRegion1,AreaOfEndRegion1,Thalamic_Radiation_Superior_R,lgrg,0
b48_V13,b48,V13,Vertical_Occipital_Fasciculus_L : Irregularity,Irregularity,Vertical_Occipital_Fasciculus_L,lgrg,0
b30_V13,b30,V13,Parietal_Aslant_Tract_L : Irregularity,Irregularity,Parietal_Aslant_Tract_L,lgrg,0
b22_V23,b22,V23,Inferior_Fronto_Occipital_Fasciculus_L : md,md,Inferior_Fronto_Occipital_Fasciculus_L,lgrg,0
b38_V5,b38,V5,Thalamic_Radiation_Anterior_L : Elongation,Elongation,Thalamic_Radiation_Anterior_L,lgrg,0
b48_V19,b48,V19,Vertical_Occipital_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Vertical_Occipital_Fasciculus_L,lgrg,8.533179
b3_V1,b3,V1,Cingulum_Frontal_Parahippocampal_L : NumberOfTracts,NumberOfTracts,Cingulum_Frontal_Parahippocampal_L,lgrg,14.343003
b23_V8,b23,V8,Inferior_Fronto_Occipital_Fasciculus_R : TrunkVolume,TrunkVolume,Inferior_Fronto_Occipital_Fasciculus_R,lgrg,0
b47_V29,b47,V29,Uncinate_Fasciculus_R : nrdi02L,nrdi02L,Uncinate_Fasciculus_R,lgrg,0
b49_V30,b49,V30,Vertical_Occipital_Fasciculus_R : nrdi04L,nrdi04L,Vertical_Occipital_Fasciculus_R,lgrg,0
b26_V1,b26,V1,Middle_Longitudinal_Fasciculus_L : NumberOfTracts,NumberOfTracts,Middle_Longitudinal_Fasciculus_L,lgrg,0
b11_V29,b11,V29,Cingulum_Rarolfactory_L : nrdi02L,nrdi02L,Cingulum_Rarolfactory_L,lgrg,0
b7_V5,b7,V5,Cingulum_Parahippocampal_L : Elongation,Elongation,Cingulum_Parahippocampal_L,lgrg,0
b25_V17,b25,V17,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Longitudinal_Fasciculus_R,lgrg,0
b13_V17,b13,V17,Corpus_Callosum_Body : AreaOfEndRegion2,AreaOfEndRegion2,Corpus_Callosum_Body,lgrg,0
b9_V5,b9,V5,Cingulum_Parahippocampal_Parietal_L : Elongation,Elongation,Cingulum_Parahippocampal_Parietal_L,lgrg,0
b43_V1,b43,V1,Thalamic_Radiation_Posterior_R : NumberOfTracts,NumberOfTracts,Thalamic_Radiation_Posterior_R,lgrg,0
b12_V5,b12,V5,Cingulum_Rarolfactory_R : Elongation,Elongation,Cingulum_Rarolfactory_R,lgrg,0
b13_V3,b13,V3,Corpus_Callosum_Body : Span,Span,Corpus_Callosum_Body,lgrg,0
b2_V23,b2,V23,Arcuate_Fasciculus_R : md,md,Arcuate_Fasciculus_R,lgrg,0
b41_V16,b41,V16,Thalamic_Radiation_Inferior_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Thalamic_Radiation_Inferior_R,lgrg,0
b37_V19,b37,V19,Superior_Longitudinal_Fasciculus3_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Superior_Longitudinal_Fasciculus3_R,lgrg,0
b23_V9,b23,V9,Inferior_Fronto_Occipital_Fasciculus_R : BranchVolume,BranchVolume,Inferior_Fronto_Occipital_Fasciculus_R,lgrg,0
b39_V17,b39,V17,Thalamic_Radiation_Anterior_R : AreaOfEndRegion2,AreaOfEndRegion2,Thalamic_Radiation_Anterior_R,lgrg,13.435218
b31_V9,b31,V9,Parietal_Aslant_Tract_R : BranchVolume,BranchVolume,Parietal_Aslant_Tract_R,lgrg,0
b5_V11,b5,V11,Cingulum_Frontal_Parietal_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Cingulum_Frontal_Parietal_L,lgrg,0
b38_V24,b38,V24,Thalamic_Radiation_Anterior_L : ad,ad,Thalamic_Radiation_Anterior_L,lgrg,0
b34_V22,b34,V22,Superior_Longitudinal_Fasciculus2_L : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus2_L,lgrg,0
b37_V16,b37,V16,Superior_Longitudinal_Fasciculus3_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Superior_Longitudinal_Fasciculus3_R,lgrg,12.164319
b21_V6,b21,V6,Frontal_Aslant_Tract_R : Diameter,Diameter,Frontal_Aslant_Tract_R,lgrg,0
b13_V14,b13,V14,Corpus_Callosum_Body : AreaOfEndRegion1,AreaOfEndRegion1,Corpus_Callosum_Body,lgrg,0
b8_V8,b8,V8,Cingulum_Parahippocampal_R : TrunkVolume,TrunkVolume,Cingulum_Parahippocampal_R,lgrg,0
b8_V10,b8,V10,Cingulum_Parahippocampal_R : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Parahippocampal_R,lgrg,0
b30_V5,b30,V5,Parietal_Aslant_Tract_L : Elongation,Elongation,Parietal_Aslant_Tract_L,lgrg,0
b8_V23,b8,V23,Cingulum_Parahippocampal_R : md,md,Cingulum_Parahippocampal_R,lgrg,0
b46_V12,b46,V12,Uncinate_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Uncinate_Fasciculus_L,lgrg,0
b1_V3,b1,V3,Arcuate_Fasciculus_L : Span,Span,Arcuate_Fasciculus_L,lgrg,0
b25_V16,b25,V16,Inferior_Longitudinal_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Longitudinal_Fasciculus_R,lgrg,8.714736
b15_V25,b15,V25,Corpus_Callosum_Forceps_Minor : rd,rd,Corpus_Callosum_Forceps_Minor,lgrg,0
b26_V3,b26,V3,Middle_Longitudinal_Fasciculus_L : Span,Span,Middle_Longitudinal_Fasciculus_L,lgrg,0
b23_V25,b23,V25,Inferior_Fronto_Occipital_Fasciculus_R : rd,rd,Inferior_Fronto_Occipital_Fasciculus_R,lgrg,0
b14_V11,b14,V11,Corpus_Callosum_Forceps_Major : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Corpus_Callosum_Forceps_Major,lgrg,0
b45_V5,b45,V5,Thalamic_Radiation_Superior_R : Elongation,Elongation,Thalamic_Radiation_Superior_R,lgrg,0
b27_V11,b27,V11,Middle_Longitudinal_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Middle_Longitudinal_Fasciculus_R,lgrg,0
b47_V1,b47,V1,Uncinate_Fasciculus_R : NumberOfTracts,NumberOfTracts,Uncinate_Fasciculus_R,lgrg,0
b48_V25,b48,V25,Vertical_Occipital_Fasciculus_L : rd,rd,Vertical_Occipital_Fasciculus_L,lgrg,0
b4_V25,b4,V25,Cingulum_Frontal_Parahippocampal_R : rd,rd,Cingulum_Frontal_Parahippocampal_R,lgrg,0
b1_V11,b1,V11,Arcuate_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Arcuate_Fasciculus_L,lgrg,0
b14_V5,b14,V5,Corpus_Callosum_Forceps_Major : Elongation,Elongation,Corpus_Callosum_Forceps_Major,lgrg,0
b37_V18,b37,V18,Superior_Longitudinal_Fasciculus3_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Superior_Longitudinal_Fasciculus3_R,lgrg,16.158573
b4_V19,b4,V19,Cingulum_Frontal_Parahippocampal_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Cingulum_Frontal_Parahippocampal_R,lgrg,0
b1_V10,b1,V10,Arcuate_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Arcuate_Fasciculus_L,lgrg,0
b47_V25,b47,V25,Uncinate_Fasciculus_R : rd,rd,Uncinate_Fasciculus_R,lgrg,0
b30_V26,b30,V26,Parietal_Aslant_Tract_L : gfa,gfa,Parietal_Aslant_Tract_L,lgrg,0
b49_V3,b49,V3,Vertical_Occipital_Fasciculus_R : Span,Span,Vertical_Occipital_Fasciculus_R,lgrg,0
b7_V19,b7,V19,Cingulum_Parahippocampal_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Cingulum_Parahippocampal_L,lgrg,0
b7_V12,b7,V12,Cingulum_Parahippocampal_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Cingulum_Parahippocampal_L,lgrg,0
b40_V1,b40,V1,Thalamic_Radiation_Inferior_L : NumberOfTracts,NumberOfTracts,Thalamic_Radiation_Inferior_L,lgrg,0
b44_V13,b44,V13,Thalamic_Radiation_Superior_L : Irregularity,Irregularity,Thalamic_Radiation_Superior_L,lgrg,0
b18_V2,b18,V2,Fornix_L : MeanLength,MeanLength,Fornix_L,lgrg,0
b23_V20,b23,V20,Inferior_Fronto_Occipital_Fasciculus_R : qa,qa,Inferior_Fronto_Occipital_Fasciculus_R,lgrg,0
b20_V4,b20,V4,Frontal_Aslant_Tract_L : Curl,Curl,Frontal_Aslant_Tract_L,lgrg,0
b13_V1,b13,V1,Corpus_Callosum_Body : NumberOfTracts,NumberOfTracts,Corpus_Callosum_Body,lgrg,0
b35_V19,b35,V19,Superior_Longitudinal_Fasciculus2_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Superior_Longitudinal_Fasciculus2_R,lgrg,0
b28_V14,b28,V14,Optic_Radiation_L : AreaOfEndRegion1,AreaOfEndRegion1,Optic_Radiation_L,lgrg,0
b46_V22,b46,V22,Uncinate_Fasciculus_L : dti_fa,dti_fa,Uncinate_Fasciculus_L,lgrg,0
b41_V4,b41,V4,Thalamic_Radiation_Inferior_R : Curl,Curl,Thalamic_Radiation_Inferior_R,lgrg,7.625394
b18_V25,b18,V25,Fornix_L : rd,rd,Fornix_L,lgrg,0
b7_V22,b7,V22,Cingulum_Parahippocampal_L : dti_fa,dti_fa,Cingulum_Parahippocampal_L,lgrg,0
b29_V21,b29,V21,Optic_Radiation_R : nqa,nqa,Optic_Radiation_R,lgrg,0
b27_V17,b27,V17,Middle_Longitudinal_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Middle_Longitudinal_Fasciculus_R,lgrg,0
b7_V8,b7,V8,Cingulum_Parahippocampal_L : TrunkVolume,TrunkVolume,Cingulum_Parahippocampal_L,lgrg,0
b3_V11,b3,V11,Cingulum_Frontal_Parahippocampal_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Cingulum_Frontal_Parahippocampal_L,lgrg,0
b22_V24,b22,V24,Inferior_Fronto_Occipital_Fasciculus_L : ad,ad,Inferior_Fronto_Occipital_Fasciculus_L,lgrg,0
b7_V11,b7,V11,Cingulum_Parahippocampal_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Cingulum_Parahippocampal_L,lgrg,0
b33_V19,b33,V19,Superior_Longitudinal_Fasciculus1_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Superior_Longitudinal_Fasciculus1_R,lgrg,0
b24_V10,b24,V10,Inferior_Longitudinal_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Inferior_Longitudinal_Fasciculus_L,lgrg,0
b25_V6,b25,V6,Inferior_Longitudinal_Fasciculus_R : Diameter,Diameter,Inferior_Longitudinal_Fasciculus_R,lgrg,0
b16_V20,b16,V20,Corticospinal_Tract_L : qa,qa,Corticospinal_Tract_L,lgrg,0
b9_V2,b9,V2,Cingulum_Parahippocampal_Parietal_L : MeanLength,MeanLength,Cingulum_Parahippocampal_Parietal_L,lgrg,0
b47_V14,b47,V14,Uncinate_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Uncinate_Fasciculus_R,lgrg,0
b28_V22,b28,V22,Optic_Radiation_L : dti_fa,dti_fa,Optic_Radiation_L,lgrg,0
b45_V8,b45,V8,Thalamic_Radiation_Superior_R : TrunkVolume,TrunkVolume,Thalamic_Radiation_Superior_R,lgrg,0
b21_V15,b21,V15,Frontal_Aslant_Tract_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Frontal_Aslant_Tract_R,lgrg,0
b33_V24,b33,V24,Superior_Longitudinal_Fasciculus1_R : ad,ad,Superior_Longitudinal_Fasciculus1_R,lgrg,0
b6_V24,b6,V24,Cingulum_Frontal_Parietal_R : ad,ad,Cingulum_Frontal_Parietal_R,lgrg,0
b14_V12,b14,V12,Corpus_Callosum_Forceps_Major : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Corpus_Callosum_Forceps_Major,lgrg,0
b26_V18,b26,V18,Middle_Longitudinal_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Middle_Longitudinal_Fasciculus_L,lgrg,0
b22_V13,b22,V13,Inferior_Fronto_Occipital_Fasciculus_L : Irregularity,Irregularity,Inferior_Fronto_Occipital_Fasciculus_L,lgrg,0.907785
b30_V31,b30,V31,Parietal_Aslant_Tract_L : nrdi06L,nrdi06L,Parietal_Aslant_Tract_L,lgrg,0
b32_V9,b32,V9,Superior_Longitudinal_Fasciculus1_L : BranchVolume,BranchVolume,Superior_Longitudinal_Fasciculus1_L,lgrg,0
b25_V11,b25,V11,Inferior_Longitudinal_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Longitudinal_Fasciculus_R,lgrg,0
b9_V26,b9,V26,Cingulum_Parahippocampal_Parietal_L : gfa,gfa,Cingulum_Parahippocampal_Parietal_L,lgrg,0
b37_V26,b37,V26,Superior_Longitudinal_Fasciculus3_R : gfa,gfa,Superior_Longitudinal_Fasciculus3_R,lgrg,0
b40_V17,b40,V17,Thalamic_Radiation_Inferior_L : AreaOfEndRegion2,AreaOfEndRegion2,Thalamic_Radiation_Inferior_L,lgrg,0
b41_V7,b41,V7,Thalamic_Radiation_Inferior_R : Volume,Volume,Thalamic_Radiation_Inferior_R,lgrg,0
b10_V19,b10,V19,Cingulum_Parahippocampal_Parietal_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Cingulum_Parahippocampal_Parietal_R,lgrg,0
b43_V2,b43,V2,Thalamic_Radiation_Posterior_R : MeanLength,MeanLength,Thalamic_Radiation_Posterior_R,lgrg,0
b13_V22,b13,V22,Corpus_Callosum_Body : dti_fa,dti_fa,Corpus_Callosum_Body,lgrg,0
b6_V26,b6,V26,Cingulum_Frontal_Parietal_R : gfa,gfa,Cingulum_Frontal_Parietal_R,lgrg,0
b33_V27,b33,V27,Superior_Longitudinal_Fasciculus1_R : iso,iso,Superior_Longitudinal_Fasciculus1_R,lgrg,0
b34_V4,b34,V4,Superior_Longitudinal_Fasciculus2_L : Curl,Curl,Superior_Longitudinal_Fasciculus2_L,lgrg,0
b49_V11,b49,V11,Vertical_Occipital_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Vertical_Occipital_Fasciculus_R,lgrg,0
b41_V28,b41,V28,Thalamic_Radiation_Inferior_R : rdi,rdi,Thalamic_Radiation_Inferior_R,lgrg,0
b5_V5,b5,V5,Cingulum_Frontal_Parietal_L : Elongation,Elongation,Cingulum_Frontal_Parietal_L,lgrg,0
b35_V5,b35,V5,Superior_Longitudinal_Fasciculus2_R : Elongation,Elongation,Superior_Longitudinal_Fasciculus2_R,lgrg,0
b29_V29,b29,V29,Optic_Radiation_R : nrdi02L,nrdi02L,Optic_Radiation_R,lgrg,0
b33_V10,b33,V10,Superior_Longitudinal_Fasciculus1_R : TotalSurfaceArea,TotalSurfaceArea,Superior_Longitudinal_Fasciculus1_R,lgrg,0
b29_V17,b29,V17,Optic_Radiation_R : AreaOfEndRegion2,AreaOfEndRegion2,Optic_Radiation_R,lgrg,0
b13_V13,b13,V13,Corpus_Callosum_Body : Irregularity,Irregularity,Corpus_Callosum_Body,lgrg,3.268026
b10_V18,b10,V18,Cingulum_Parahippocampal_Parietal_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Cingulum_Parahippocampal_Parietal_R,lgrg,0
b44_V5,b44,V5,Thalamic_Radiation_Superior_L : Elongation,Elongation,Thalamic_Radiation_Superior_L,lgrg,0
b7_V24,b7,V24,Cingulum_Parahippocampal_L : ad,ad,Cingulum_Parahippocampal_L,lgrg,0
b3_V4,b3,V4,Cingulum_Frontal_Parahippocampal_L : Curl,Curl,Cingulum_Frontal_Parahippocampal_L,lgrg,0
b45_V11,b45,V11,Thalamic_Radiation_Superior_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Thalamic_Radiation_Superior_R,lgrg,0
b17_V6,b17,V6,Corticospinal_Tract_R : Diameter,Diameter,Corticospinal_Tract_R,lgrg,0
b29_V20,b29,V20,Optic_Radiation_R : qa,qa,Optic_Radiation_R,lgrg,0
b35_V18,b35,V18,Superior_Longitudinal_Fasciculus2_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Superior_Longitudinal_Fasciculus2_R,lgrg,0
b34_V24,b34,V24,Superior_Longitudinal_Fasciculus2_L : ad,ad,Superior_Longitudinal_Fasciculus2_L,lgrg,0
b38_V7,b38,V7,Thalamic_Radiation_Anterior_L : Volume,Volume,Thalamic_Radiation_Anterior_L,lgrg,0
b25_V4,b25,V4,Inferior_Longitudinal_Fasciculus_R : Curl,Curl,Inferior_Longitudinal_Fasciculus_R,lgrg,0
b20_V8,b20,V8,Frontal_Aslant_Tract_L : TrunkVolume,TrunkVolume,Frontal_Aslant_Tract_L,lgrg,0
b20_V9,b20,V9,Frontal_Aslant_Tract_L : BranchVolume,BranchVolume,Frontal_Aslant_Tract_L,lgrg,0
b12_V13,b12,V13,Cingulum_Rarolfactory_R : Irregularity,Irregularity,Cingulum_Rarolfactory_R,lgrg,0
b30_V14,b30,V14,Parietal_Aslant_Tract_L : AreaOfEndRegion1,AreaOfEndRegion1,Parietal_Aslant_Tract_L,lgrg,1.452456
b41_V5,b41,V5,Thalamic_Radiation_Inferior_R : Elongation,Elongation,Thalamic_Radiation_Inferior_R,lgrg,0
b19_V16,b19,V16,Fornix_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Fornix_R,lgrg,0
b13_V24,b13,V24,Corpus_Callosum_Body : ad,ad,Corpus_Callosum_Body,lgrg,0
b34_V10,b34,V10,Superior_Longitudinal_Fasciculus2_L : TotalSurfaceArea,TotalSurfaceArea,Superior_Longitudinal_Fasciculus2_L,lgrg,0
b18_V31,b18,V31,Fornix_L : nrdi06L,nrdi06L,Fornix_L,lgrg,0
b26_V4,b26,V4,Middle_Longitudinal_Fasciculus_L : Curl,Curl,Middle_Longitudinal_Fasciculus_L,lgrg,0
b26_V25,b26,V25,Middle_Longitudinal_Fasciculus_L : rd,rd,Middle_Longitudinal_Fasciculus_L,lgrg,0
b5_V25,b5,V25,Cingulum_Frontal_Parietal_L : rd,rd,Cingulum_Frontal_Parietal_L,lgrg,0
b13_V20,b13,V20,Corpus_Callosum_Body : qa,qa,Corpus_Callosum_Body,lgrg,0
b29_V10,b29,V10,Optic_Radiation_R : TotalSurfaceArea,TotalSurfaceArea,Optic_Radiation_R,lgrg,0
b31_V29,b31,V29,Parietal_Aslant_Tract_R : nrdi02L,nrdi02L,Parietal_Aslant_Tract_R,lgrg,0
b42_V22,b42,V22,Thalamic_Radiation_Posterior_L : dti_fa,dti_fa,Thalamic_Radiation_Posterior_L,lgrg,0
b22_V8,b22,V8,Inferior_Fronto_Occipital_Fasciculus_L : TrunkVolume,TrunkVolume,Inferior_Fronto_Occipital_Fasciculus_L,lgrg,0
b36_V5,b36,V5,Superior_Longitudinal_Fasciculus3_L : Elongation,Elongation,Superior_Longitudinal_Fasciculus3_L,lgrg,12.890547
b1_V4,b1,V4,Arcuate_Fasciculus_L : Curl,Curl,Arcuate_Fasciculus_L,lgrg,0
b35_V15,b35,V15,Superior_Longitudinal_Fasciculus2_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Superior_Longitudinal_Fasciculus2_R,lgrg,5.265153
b30_V28,b30,V28,Parietal_Aslant_Tract_L : rdi,rdi,Parietal_Aslant_Tract_L,lgrg,0
b10_V15,b10,V15,Cingulum_Parahippocampal_Parietal_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Cingulum_Parahippocampal_Parietal_R,lgrg,0
b47_V8,b47,V8,Uncinate_Fasciculus_R : TrunkVolume,TrunkVolume,Uncinate_Fasciculus_R,lgrg,0
b18_V23,b18,V23,Fornix_L : md,md,Fornix_L,lgrg,0
b48_V1,b48,V1,Vertical_Occipital_Fasciculus_L : NumberOfTracts,NumberOfTracts,Vertical_Occipital_Fasciculus_L,lgrg,0
b37_V21,b37,V21,Superior_Longitudinal_Fasciculus3_R : nqa,nqa,Superior_Longitudinal_Fasciculus3_R,lgrg,0
b4_V14,b4,V14,Cingulum_Frontal_Parahippocampal_R : AreaOfEndRegion1,AreaOfEndRegion1,Cingulum_Frontal_Parahippocampal_R,lgrg,0
b3_V16,b3,V16,Cingulum_Frontal_Parahippocampal_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Cingulum_Frontal_Parahippocampal_L,lgrg,0
b18_V4,b18,V4,Fornix_L : Curl,Curl,Fornix_L,lgrg,0
b43_V12,b43,V12,Thalamic_Radiation_Posterior_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Thalamic_Radiation_Posterior_R,lgrg,0
b47_V21,b47,V21,Uncinate_Fasciculus_R : nqa,nqa,Uncinate_Fasciculus_R,lgrg,0
b36_V16,b36,V16,Superior_Longitudinal_Fasciculus3_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Superior_Longitudinal_Fasciculus3_L,lgrg,0
b45_V24,b45,V24,Thalamic_Radiation_Superior_R : ad,ad,Thalamic_Radiation_Superior_R,lgrg,0
b21_V28,b21,V28,Frontal_Aslant_Tract_R : rdi,rdi,Frontal_Aslant_Tract_R,lgrg,0
b23_V29,b23,V29,Inferior_Fronto_Occipital_Fasciculus_R : nrdi02L,nrdi02L,Inferior_Fronto_Occipital_Fasciculus_R,lgrg,0
b46_V7,b46,V7,Uncinate_Fasciculus_L : Volume,Volume,Uncinate_Fasciculus_L,lgrg,0
b38_V12,b38,V12,Thalamic_Radiation_Anterior_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Thalamic_Radiation_Anterior_L,lgrg,0
b23_V14,b23,V14,Inferior_Fronto_Occipital_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,lgrg,10.530306
b21_V21,b21,V21,Frontal_Aslant_Tract_R : nqa,nqa,Frontal_Aslant_Tract_R,lgrg,0
b31_V19,b31,V19,Parietal_Aslant_Tract_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Parietal_Aslant_Tract_R,lgrg,17.429472
b33_V16,b33,V16,Superior_Longitudinal_Fasciculus1_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Superior_Longitudinal_Fasciculus1_R,lgrg,0
b33_V15,b33,V15,Superior_Longitudinal_Fasciculus1_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Superior_Longitudinal_Fasciculus1_R,lgrg,0
b24_V8,b24,V8,Inferior_Longitudinal_Fasciculus_L : TrunkVolume,TrunkVolume,Inferior_Longitudinal_Fasciculus_L,lgrg,0
b11_V14,b11,V14,Cingulum_Rarolfactory_L : AreaOfEndRegion1,AreaOfEndRegion1,Cingulum_Rarolfactory_L,lgrg,0
b13_V11,b13,V11,Corpus_Callosum_Body : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Corpus_Callosum_Body,lgrg,0
b36_V22,b36,V22,Superior_Longitudinal_Fasciculus3_L : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus3_L,lgrg,11.982762
